question,gold_sql,pred_sql,latency_sec,string_match_percentage
How many singers do we have?,SELECT count(*) FROM singer,SELECT COUNT(*) FROM singers;,0.3176143169403076,93.10344827586206
What is the total number of singers?,SELECT count(*) FROM singer,SELECT COUNT(*) FROM singers;,0.24010872840881348,93.10344827586206
"Show name, country, age for all singers ordered by age from the oldest to the youngest.","SELECT name ,  country ,  age FROM singer ORDER BY age DESC","SELECT name, country, age FROM singers ORDER BY age DESC;",0.28902149200439453,89.83050847457628
"What are the names, countries, and ages for every singer in descending order of age?","SELECT name ,  country ,  age FROM singer ORDER BY age DESC","SELECT name, country, age FROM singers ORDER BY age DESC;",0.30902814865112305,89.83050847457628
"What is the average, minimum, and maximum age of all singers from France?","SELECT avg(age) ,  min(age) ,  max(age) FROM singer WHERE country  =  'France'","SELECT AVG(age) AS average_age, MIN(age) AS min_age, MAX(age) AS max_age FROM singers WHERE country='France';",0.5651633739471436,62.38532110091744
"What is the average, minimum, and maximum age for all French singers?","SELECT avg(age) ,  min(age) ,  max(age) FROM singer WHERE country  =  'France'","SELECT AVG(age) AS average_age, MIN(age) AS minimum_age, MAX(age) AS maximum_age FROM singers WHERE country = 'France';",0.4922349452972412,60.504201680672274
Show the name and the release year of the song by the youngest singer.,"SELECT song_name ,  song_release_year FROM singer ORDER BY age LIMIT 1","SELECT s.name, s.release_year FROM songs s JOIN singers si ON s.singer_id = si.id WHERE si.birth_date = (SELECT MAX(birth_date) FROM singers);",0.6609251499176025,33.098591549295776
What are the names and release years for all the songs of the youngest singer?,"SELECT song_name ,  song_release_year FROM singer ORDER BY age LIMIT 1","SELECT s.title, s.release_year
FROM songs s
JOIN singers sp ON s.singer_id = sp.id
WHERE sp.birth_year = (SELECT MAX(birth_year) FROM singers);",1.095857858657837,30.76923076923077
What are all distinct countries where singers above age 20 are from?,SELECT DISTINCT country FROM singer WHERE age  >  20,SELECT DISTINCT country FROM singers WHERE age > 20;,0.35475969314575195,92.3076923076923
What are  the different countries with singers above age 20?,SELECT DISTINCT country FROM singer WHERE age  >  20,SELECT DISTINCT country FROM singers WHERE age > 20;,0.36423659324645996,92.3076923076923
Show all countries and the number of singers in each country.,"SELECT country ,  count(*) FROM singer GROUP BY country","SELECT c.name AS country, COUNT(s.id) AS singer_count
FROM countries c
LEFT JOIN singers s ON s.country_id = c.id
GROUP BY c.name;",0.45494604110717773,33.84615384615385
How many singers are from each country?,"SELECT country ,  count(*) FROM singer GROUP BY country","SELECT country, COUNT(*) AS singers_count FROM singers GROUP BY country;",0.29917240142822266,70.83333333333333
List all song names by singers above the average age.,SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer),SELECT s.song_name FROM songs s JOIN singers c ON s.singer_id = c.id WHERE c.age > (SELECT AVG(age) FROM singers);,0.41204190254211426,59.64912280701755
What are all the song names by singers who are older than average?,SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer),"SELECT s.song_name
FROM songs s
JOIN singers c ON s.singer_id = c.id
WHERE EXTRACT(YEAR FROM AGE(CURRENT_DATE, c.birthdate)) >
      (SELECT AVG(EXTRACT(YEAR FROM AGE(CURRENT_DATE, birthdate))) FROM singers);",0.5251033306121826,34.13461538461539
Show location and name for all stadiums with a capacity between 5000 and 10000.,"SELECT LOCATION ,  name FROM stadium WHERE capacity BETWEEN 5000 AND 10000","SELECT location, name FROM stadiums WHERE capacity BETWEEN 5000 AND 10000;",0.30710434913635254,94.5945945945946
What are the locations and names of all stations with capacity between 5000 and 10000?,"SELECT LOCATION ,  name FROM stadium WHERE capacity BETWEEN 5000 AND 10000","SELECT location, name FROM stations WHERE capacity BETWEEN 5000 AND 10000;",0.2919127941131592,90.54054054054053
What is the maximum capacity and the average of all stadiums ?,"select max(capacity), average from stadium","SELECT MAX(capacity) AS max_capacity, AVG(capacity) AS avg_capacity FROM stadiums;",0.4016597270965576,47.5609756097561
What is the average and maximum capacities for all stadiums ?,"select avg(capacity) ,  max(capacity) from stadium","SELECT AVG(capacity) AS avg_capacity, MAX(capacity) AS max_capacity FROM stadiums;",0.39214634895324707,59.756097560975604
What is the name and capacity for the stadium with highest average attendance?,"SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1","SELECT s.name, s.capacity FROM stadiums s JOIN matches m ON s.id=m.stadium_id GROUP BY s.id, s.name, s.capacity ORDER BY AVG(m.attendance) DESC LIMIT 1",0.48923301696777344,40.39735099337748
What is the name and capacity for the stadium with the highest average attendance?,"SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1","SELECT s.name, s.capacity
FROM Stadium s
JOIN (
    SELECT stadium_id, AVG(attendance) AS avg_att
    FROM Attendance
    GROUP BY stadium_id
    ORDER BY avg_att DESC
    LIMIT 1
) a ON s.id = a.stadium_id;",0.60520339012146,28.985507246376805
How many concerts are there in year 2014 or 2015?,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,"SELECT COUNT(*) AS concert_count FROM concerts WHERE YEAR(concert_date) IN (2014,2015);",0.309725284576416,50.57471264367817
How many concerts occurred in 2014 or 2015?,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,"SELECT COUNT(*) FROM concerts WHERE YEAR(concert_date) IN (2014,2015);",0.3811788558959961,62.857142857142854
Show the stadium name and the number of concerts in each stadium.,"SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id","SELECT s.name, COUNT(c.id) AS concerts FROM stadiums s JOIN concerts c ON c.stadium_id = s.id GROUP BY s.name;",0.40793275833129883,50.81967213114754
